Length,Entropy,Vowel,Consonant,Special,V Con,C Vow,Lines,State
406,5.137821563365099,106,218,82,0.48623853211009177,2.056603773584906,12,0
1723,5.256803217780307,435,857,431,0.5075845974329055,1.9701149425287356,34,0
476,5.041482188964139,150,217,109,0.6912442396313364,1.4466666666666668,25,0
1922,5.124260293312733,543,878,501,0.6184510250569476,1.6169429097605894,67,0
1745,4.6003338113678405,437,647,661,0.6754250386398764,1.4805491990846682,74,0
4537,4.943071720389799,1086,1659,1792,0.6546112115732369,1.5276243093922652,184,0
1722,4.586565748249447,424,638,660,0.664576802507837,1.5047169811320755,73,0
1627,4.588148955823047,398,587,642,0.6780238500851788,1.4748743718592965,72,0
1591,4.631049943905632,393,595,603,0.6605042016806723,1.5139949109414759,73,0
87,4.404641773915915,30,45,12,0.6666666666666666,1.5,2,0
63,4.758327740651167,21,29,13,0.7241379310344828,1.380952380952381,2,0
80,4.802367001729384,20,26,34,0.7692307692307693,1.3,2,0
5425,4.879873729526439,1168,2149,2108,0.5435086086551885,1.8398972602739727,153,0
28231,5.076076818666283,7662,13943,6626,0.5495230581653876,1.819759853824067,796,0
1745,4.401676390510139,393,662,690,0.5936555891238671,1.6844783715012723,80,0
1971,4.8500578426096395,426,742,803,0.5741239892183289,1.7417840375586855,77,0
240,4.630238144723104,69,103,68,0.6699029126213593,1.4927536231884058,10,0
303,4.897339831205122,72,170,61,0.4235294117647059,2.361111111111111,8,0
2814,5.31405813279604,697,1293,824,0.5390564578499614,1.855093256814921,71,0
15618,3.057726757798452,1458,2528,11632,0.5767405063291139,1.7338820301783264,543,0
1773,4.934149463281473,382,721,670,0.5298196948682385,1.887434554973822,46,0
63468,4.212627035101646,11740,20055,31673,0.5853901770132136,1.7082623509369677,1858,0
5954,3.4488674679828715,762,1210,3982,0.6297520661157024,1.5879265091863517,240,0
19001,4.556429478586134,3640,6804,8557,0.5349794238683128,1.8692307692307693,690,0
1270,5.122509285592416,358,542,370,0.6605166051660517,1.5139664804469273,40,0
12698,4.318355460476887,2693,4582,5423,0.5877346137058054,1.701448199034534,395,0
290,4.371582540879883,76,160,54,0.475,2.1052631578947367,9,0
423,4.817335101032912,116,214,93,0.5420560747663551,1.8448275862068966,11,0
923,4.876620635711237,249,448,226,0.5558035714285714,1.7991967871485943,30,0
347,4.6434439548384665,88,154,105,0.5714285714285714,1.75,15,0
1164,4.921449017306841,269,577,318,0.4662045060658579,2.1449814126394053,42,0
952,4.864810676538932,276,484,192,0.5702479338842975,1.7536231884057971,27,0
3342,4.618601083959375,898,1401,1043,0.6409707351891506,1.5601336302895323,119,0
895,4.902856074172807,258,402,235,0.6417910447761194,1.558139534883721,35,0
1450,4.897604333733279,400,663,387,0.6033182503770739,1.6575,46,0
675,4.925259334840088,204,314,157,0.6496815286624203,1.5392156862745099,29,0
1247,4.953709468039887,330,536,381,0.6156716417910447,1.6242424242424243,47,0
1838,4.580359770686108,443,691,704,0.6410998552821997,1.559819413092551,78,0
933,5.091410050777553,260,476,197,0.5462184873949579,1.8307692307692307,23,0
286,5.06296426743078,69,134,83,0.5149253731343284,1.9420289855072463,16,0
1532,4.58025228924699,367,565,600,0.6495575221238938,1.5395095367847411,69,0
9814,4.450824302852409,2212,3749,3853,0.5900240064017072,1.6948462929475587,238,0
20719,4.1883252025447835,4069,6829,9821,0.5958412651925611,1.6782993364463012,550,0
14266,5.132282579509981,3477,6585,4204,0.5280182232346241,1.8938740293356342,341,0
711,4.708691989436501,193,333,185,0.5795795795795796,1.7253886010362693,23,0
2307,5.379460817721366,505,1006,796,0.5019880715705766,1.992079207920792,75,0
491,4.974473338817875,140,237,114,0.5907172995780591,1.6928571428571428,16,0
2379,4.9163958163902,552,942,885,0.5859872611464968,1.7065217391304348,75,0
1308,4.600655924065916,337,535,436,0.6299065420560748,1.5875370919881306,76,0
3894,3.418037575849407,580,885,2429,0.655367231638418,1.5258620689655173,86,0
879,3.977325075282697,171,259,449,0.6602316602316602,1.5146198830409356,33,0
2580,3.749795533821632,428,687,1465,0.6229985443959243,1.605140186915888,68,0
1420,4.606226299678467,347,600,473,0.5783333333333334,1.7291066282420748,42,0
8911,4.797554967129254,2404,4187,2320,0.5741581084308575,1.7416805324459235,424,0
7442,4.530211026725163,1908,2945,2589,0.6478777589134126,1.5435010482180294,249,0
956,4.607445766276835,269,416,271,0.6466346153846154,1.546468401486989,41,0
376,4.653553497673101,122,191,63,0.6387434554973822,1.5655737704918034,8,0
672,4.54722548670597,194,328,150,0.5914634146341463,1.690721649484536,31,0
601,4.560291016034064,171,292,138,0.5856164383561644,1.7076023391812865,30,0
634,4.641380423018591,172,317,145,0.5425867507886435,1.8430232558139534,30,0
686,4.658148693203744,179,349,158,0.5128939828080229,1.9497206703910615,31,0
620,4.605267680025777,168,315,137,0.5333333333333333,1.875,30,0
629,4.535833986880114,179,306,144,0.5849673202614379,1.7094972067039107,30,0
258,4.476333767380611,69,134,55,0.5149253731343284,1.9420289855072463,12,0
7975,5.00731617112441,1970,3619,2386,0.5443492677535231,1.8370558375634518,240,0
6574,4.934919375434897,1588,2524,2462,0.6291600633914421,1.5894206549118388,187,0
1918,5.536816591278199,457,1019,442,0.44847890088321885,2.2297592997811817,51,0
1857,4.609495973492026,457,702,698,0.6509971509971509,1.536105032822757,78,0
1823,4.577380256161047,446,685,692,0.6510948905109489,1.5358744394618835,76,0
4611,4.995283075613985,1159,2003,1449,0.5786320519221169,1.728213977566868,103,0
14062,3.472970987681363,1711,3051,9300,0.5607997377908882,1.7831677381648159,372,0
1383,4.854031748080086,355,619,409,0.5735056542810986,1.7436619718309858,56,0
48,4.579448698502608,18,26,4,0.6923076923076923,1.4444444444444444,2,0
5636,4.604670531400925,1517,2236,1883,0.6784436493738819,1.4739617666446936,131,0
540,5.479501091879449,114,269,157,0.42379182156133827,2.3596491228070176,10,0
3993,4.7898212585966995,1009,1579,1405,0.6390120329322356,1.5649157581764124,144,0
16531,4.669995334459665,3694,6418,6419,0.5755687129947024,1.7374120194910665,517,0
11519,4.305731114791678,2076,3880,5563,0.5350515463917526,1.8689788053949903,254,0
1190,5.227438665262655,227,507,456,0.4477317554240631,2.2334801762114536,16,0
2256,5.107331486703343,485,962,809,0.5041580041580042,1.9835051546391753,72,0
1380,4.717771696274878,441,617,322,0.7147487844408428,1.399092970521542,42,0
827,4.816693496323781,220,341,266,0.6451612903225806,1.55,27,0
403,4.966320614757398,104,193,106,0.538860103626943,1.8557692307692308,12,0
3443,4.7165706539324015,780,1420,1243,0.5492957746478874,1.8205128205128205,131,0
153,4.852879368770551,31,75,47,0.41333333333333333,2.4193548387096775,9,0
545,4.647492927303201,144,275,126,0.5236363636363637,1.9097222222222223,33,0
5385,5.266723791648197,1497,2359,1529,0.6345909283594744,1.5758183032732132,194,0
1204,5.0258652832199076,360,606,238,0.594059405940594,1.6833333333333333,30,0
12356,5.065012208779541,2576,4989,4791,0.5163359390659451,1.936723602484472,476,0
1660,4.775771109763146,440,731,489,0.6019151846785226,1.6613636363636364,52,0
1606,4.982613920774148,494,786,326,0.628498727735369,1.591093117408907,43,0
10666,4.771853798062055,2444,4691,3531,0.5209976550842038,1.9193944353518821,312,0
1318,4.851872898695581,384,603,331,0.6368159203980099,1.5703125,47,0
1048,4.865599887251409,314,480,254,0.6541666666666667,1.5286624203821657,45,0
1707,4.924777032250585,489,789,429,0.6197718631178707,1.6134969325153374,59,0
471,4.911851747395759,130,221,120,0.5882352941176471,1.7,21,0
1191,4.975415514500775,245,456,490,0.5372807017543859,1.8612244897959183,54,0
103,4.505573912584737,18,50,35,0.36,2.7777777777777777,2,0
9729,4.977597265695481,2295,3767,3667,0.6092381205203079,1.6413943355119827,344,0
27968,5.3845524520696655,6560,12417,8991,0.5283079648868487,1.8928353658536585,728,0
301,4.846458180230797,81,153,67,0.5294117647058824,1.8888888888888888,8,0
471,4.973669052875196,123,230,118,0.5347826086956522,1.8699186991869918,13,0
3613,4.6224238815363305,779,1425,1409,0.5466666666666666,1.829268292682927,168,0
2493,4.781621611901984,562,1065,866,0.5276995305164319,1.895017793594306,74,0
244,4.644976985954084,72,123,49,0.5853658536585366,1.7083333333333333,3,0
2694,4.963056182422186,668,1275,751,0.523921568627451,1.908682634730539,97,0
1740,4.633106304988953,379,648,713,0.5848765432098766,1.7097625329815302,89,0
34,3.9620315910594455,10,18,6,0.5555555555555556,1.8,2,0
37183,6.0723997425490825,5549,22906,8728,0.24225093861870253,4.127950982158947,125,0
1964,4.47434804111007,433,819,712,0.5286935286935287,1.8914549653579678,46,0
13572,4.411737506455021,2629,4754,6189,0.5530079932688262,1.8082921262837581,406,0
219,4.915322892862866,64,114,41,0.5614035087719298,1.78125,2,0
2261,4.786772117349987,687,1072,502,0.6408582089552238,1.5604075691411936,64,0
285,5.111283497310323,75,131,79,0.5725190839694656,1.7466666666666666,16,0
4750,5.179371869883991,1103,2268,1379,0.486331569664903,2.056210335448776,174,0
2284,5.345972720091416,522,995,767,0.5246231155778894,1.9061302681992338,96,0
135,4.850838242870072,37,65,33,0.5692307692307692,1.7567567567567568,3,0
176,4.651447278936575,47,81,48,0.5802469135802469,1.7234042553191489,11,0
448,4.868923142057032,95,171,182,0.5555555555555556,1.8,27,0
4273,5.2764625481372995,1118,2070,1085,0.5400966183574879,1.851520572450805,150,0
5744,4.0467938890415995,478,1100,4166,0.43454545454545457,2.301255230125523,118,0
34612,4.809464918297708,7665,13842,13105,0.5537494581707846,1.80587084148728,859,0
2510,4.748449852245806,650,1021,839,0.6366307541625857,1.5707692307692307,60,0
1111,4.798720706087518,245,415,451,0.5903614457831325,1.6938775510204083,55,0
16719,4.806770288055873,4183,6727,5809,0.6218225063178237,1.6081759502749222,658,0
2078,4.775975128564753,404,810,864,0.49876543209876545,2.004950495049505,89,0
16248,5.06203438233486,3701,6997,5550,0.5289409747034444,1.890570116184815,447,0
138,4.421351707877246,31,89,18,0.34831460674157305,2.870967741935484,5,0
51,4.341556656070963,13,26,12,0.5,2.0,2,0
6494,4.389223574143896,1561,2533,2400,0.616265298065535,1.6226777706598334,242,0
3404,4.608178205535608,785,1353,1266,0.5801921655580192,1.7235668789808918,123,0
2353,4.642250079812324,587,966,800,0.6076604554865425,1.645655877342419,87,0
1527,4.459329193670065,369,580,578,0.6362068965517241,1.5718157181571815,66,0
915,4.949180070705164,242,399,274,0.606516290726817,1.6487603305785123,43,0
747,4.762458133847357,211,324,212,0.6512345679012346,1.5355450236966826,38,0
857,4.399492851223669,200,327,330,0.6116207951070336,1.635,40,0
879,4.412723338393128,206,343,330,0.6005830903790087,1.6650485436893203,40,0
856,4.4164211842705035,201,325,330,0.6184615384615385,1.6169154228855722,39,0
707,4.817417591944381,189,295,223,0.6406779661016949,1.560846560846561,23,0
2000,4.429359321031817,432,767,801,0.5632333767926988,1.775462962962963,55,0
1836,4.409010157189736,391,690,755,0.5666666666666667,1.7647058823529411,53,0
510,4.3660780904944785,108,188,214,0.574468085106383,1.7407407407407407,27,0
565,4.316385323072495,116,221,228,0.5248868778280543,1.9051724137931034,29,0
1624,4.091435484396415,308,560,756,0.55,1.8181818181818181,50,0
1942,4.2605754349455776,373,711,858,0.5246132208157525,1.906166219839142,51,0
2247,4.371686524241049,465,870,912,0.5344827586206896,1.8709677419354838,55,0
866,3.883202451661483,170,301,395,0.5647840531561462,1.7705882352941176,35,0
1057,4.809482127403712,305,525,227,0.580952380952381,1.721311475409836,32,0
1139,3.9727036728503986,213,338,588,0.6301775147928994,1.5868544600938967,36,0
888,3.6821938346320318,156,256,476,0.609375,1.641025641025641,35,0
447,4.213992874946714,91,153,203,0.5947712418300654,1.6813186813186813,22,0
2525,4.5419694198605045,379,614,1532,0.6172638436482085,1.6200527704485488,55,0
690,4.029421890312034,143,226,321,0.6327433628318584,1.5804195804195804,27,0
630,4.45940649486735,154,250,226,0.616,1.6233766233766234,26,0
394,4.412745750776981,74,124,196,0.5967741935483871,1.6756756756756757,21,0
723,4.411770502178785,155,264,304,0.5871212121212122,1.7032258064516128,37,0
476,4.506921636029837,114,180,182,0.6333333333333333,1.5789473684210527,21,0
572,4.39706378457181,131,213,228,0.6150234741784038,1.6259541984732824,24,0
883,4.8716053826112296,236,363,284,0.650137741046832,1.5381355932203389,36,0
397,4.483575127891851,99,157,141,0.6305732484076433,1.5858585858585859,22,0
778,4.494233368716154,181,309,288,0.5857605177993528,1.707182320441989,31,0
512,4.526602496814992,121,208,183,0.5817307692307693,1.71900826446281,25,0
393,4.465160536259946,101,159,133,0.6352201257861635,1.5742574257425743,22,0
549,4.5810844371062664,134,228,187,0.5877192982456141,1.7014925373134329,25,0
410,4.596547480550562,109,168,133,0.6488095238095238,1.5412844036697249,22,0
1693,4.386476031875353,324,583,786,0.5557461406518011,1.7993827160493827,52,0
1164,4.932652342013183,253,527,384,0.48007590132827327,2.08300395256917,42,0
568,4.467751790197381,133,233,202,0.5708154506437768,1.7518796992481203,31,0
1736,4.509585067031426,397,710,629,0.5591549295774648,1.7884130982367759,79,0
1096,4.781817000717404,288,452,356,0.6371681415929203,1.5694444444444444,42,0
527,4.504877872310906,119,173,235,0.6878612716763006,1.453781512605042,26,0
606,4.722152231091441,143,262,201,0.5458015267175572,1.832167832167832,25,0
1165,4.404108401543808,243,437,485,0.5560640732265446,1.7983539094650205,65,0
1085,4.35047356691591,226,403,456,0.5607940446650124,1.7831858407079646,60,0
1372,4.506467906114974,287,530,555,0.5415094339622641,1.8466898954703832,68,0
1958,3.8832055752547108,379,611,968,0.6202945990180033,1.6121372031662269,75,0
1615,3.8317534962625923,318,492,805,0.6463414634146342,1.5471698113207548,55,0
748,3.9264741144066577,153,237,358,0.6455696202531646,1.5490196078431373,32,0
669,4.678991204001025,150,286,233,0.5244755244755245,1.9066666666666667,22,0
607,4.596105620935199,140,251,216,0.5577689243027888,1.792857142857143,22,0
584,4.623744022101672,135,245,204,0.5510204081632653,1.8148148148148149,22,0
465,4.86243086804375,116,213,136,0.5446009389671361,1.8362068965517242,21,0
580,5.132305461430747,143,251,186,0.5697211155378487,1.7552447552447552,20,0
169862,3.444178789801116,20242,32885,116735,0.6155389995438649,1.6245924315779072,4566,0
8276,4.502544569852289,1749,2962,3565,0.5904794058068873,1.6935391652372784,223,0
222,4.808727591687556,51,98,73,0.5204081632653061,1.9215686274509804,12,0
3542,3.9641418720838066,606,1055,1881,0.5744075829383887,1.7409240924092408,141,0
2879,4.384340425445682,714,1097,1068,0.650865998176846,1.5364145658263306,89,0
1224,4.767095685881274,314,572,338,0.548951048951049,1.821656050955414,41,0
430,5.003673794078352,103,191,136,0.5392670157068062,1.854368932038835,20,0
1341,4.382790042369871,252,429,660,0.5874125874125874,1.7023809523809523,38,0
189,4.804357953950846,42,92,55,0.45652173913043476,2.1904761904761907,9,0
1087,4.607959077817815,262,441,384,0.5941043083900227,1.683206106870229,34,0
12859,5.952711136819129,2267,7611,2981,0.2978583628958087,3.357300397000441,238,0
1669,5.8850520307441885,328,1083,258,0.3028624192059095,3.301829268292683,30,0
205,4.757194204061619,50,101,54,0.49504950495049505,2.02,12,0
86,3.9503340109223695,18,33,35,0.5454545454545454,1.8333333333333333,5,0
4270,4.917342239835725,1049,1839,1382,0.5704187058183795,1.7530981887511916,115,0
1697,4.286134715057659,324,522,851,0.6206896551724138,1.6111111111111112,90,0
2830,4.9374892140795,769,1216,845,0.6324013157894737,1.5812743823146944,79,0
187,4.7369845441644,60,96,31,0.625,1.6,4,0
188,4.696046222001234,60,97,31,0.6185567010309279,1.6166666666666667,4,0
6544,3.5662911824240795,976,1555,4013,0.6276527331189711,1.5932377049180328,99,0
578,3.2591828189408694,81,140,357,0.5785714285714286,1.728395061728395,19,0
50559,4.576342262010162,11320,16773,22466,0.6748941751624635,1.481713780918728,1363,0
618,4.565659937935855,131,234,253,0.5598290598290598,1.786259541984733,34,0
1762,4.076495502556035,319,563,880,0.566607460035524,1.7648902821316614,76,0
1639,4.284255718701922,311,571,757,0.5446584938704028,1.8360128617363345,54,0
1156,4.443719218335583,252,438,466,0.5753424657534246,1.7380952380952381,53,0
2097,4.519122912146179,412,747,938,0.5515394912985274,1.8131067961165048,65,0
40097,4.697705522584545,9101,15776,15220,0.5768889452332657,1.7334358861663552,1074,0
1568,4.69689396315608,378,581,609,0.6506024096385542,1.537037037037037,92,0
2331,4.995640976238028,630,1000,701,0.63,1.5873015873015872,109,0
8542,4.378415252766804,1775,3103,3664,0.5720270705768611,1.748169014084507,232,0
8266,4.384192272928949,1727,3019,3520,0.5720437230871149,1.7481181239143022,224,0
8183,4.3909801687790795,1717,3001,3465,0.5721426191269576,1.7478159580663948,220,0
3127,4.570779326167939,833,1413,881,0.5895258315640481,1.6962785114045618,72,0
5362,4.854927296603163,1204,2142,2016,0.5620915032679739,1.7790697674418605,157,0
7150,3.334222914211092,693,1333,5124,0.5198799699924981,1.9235209235209236,186,0
1114,4.818268306304415,232,477,405,0.4863731656184486,2.0560344827586206,39,0
2397,4.91968203718553,605,1133,659,0.5339805825242718,1.8727272727272728,93,0
2234,4.908132466042119,545,957,732,0.5694879832810867,1.7559633027522936,68,0
2225,4.861945601600671,587,997,641,0.5887662988966901,1.698466780238501,72,0
354,4.601882571210245,75,174,105,0.43103448275862066,2.32,20,0
79289,4.04627991755465,17085,24870,37334,0.6869722557297949,1.4556628621597894,2203,0
10640,4.600055205692784,2623,4198,3819,0.6248213434969033,1.6004574914220357,357,0
5405,4.817967292065222,1239,2112,2054,0.5866477272727273,1.7046004842615012,199,0
27090,4.405724882030151,5670,9694,11726,0.5848978749742109,1.7097001763668431,852,0
7741,4.3792709675097905,1778,2848,3115,0.6242977528089888,1.6017997750281214,276,0
2695,4.631733561459843,644,1071,980,0.6013071895424836,1.6630434782608696,79,0
6168,4.843120245210277,1499,2705,1964,0.5541589648798522,1.8045363575717144,207,0
23636,4.639454638190925,5139,9007,9490,0.570556234040191,1.7526756178244796,851,0
3196,4.56689471872773,588,976,1632,0.6024590163934426,1.6598639455782314,117,0
6166,5.156346238664463,1512,2999,1655,0.5041680560186729,1.9834656084656084,178,0
924,5.208058683837386,207,457,260,0.45295404814004375,2.207729468599034,29,0
8785,4.5453836239541685,1680,2839,4266,0.5917576611482916,1.6898809523809524,199,0
1155,4.850202820078051,304,508,343,0.5984251968503937,1.6710526315789473,38,0
4195,4.899928043696753,1055,2064,1076,0.5111434108527132,1.9563981042654028,137,0
471,4.697991088099189,101,204,166,0.4950980392156863,2.01980198019802,13,0
20,3.7841837197791888,7,11,2,0.6363636363636364,1.5714285714285714,2,0
4915,5.3544903990717145,1278,2344,1293,0.5452218430034129,1.834115805946792,155,0
471,4.697991088099189,101,204,166,0.4950980392156863,2.01980198019802,13,0
66,4.902211119581878,13,29,24,0.4482758620689655,2.230769230769231,2,0
1468,5.175554203681854,282,481,705,0.5862785862785863,1.7056737588652482,107,0
8618,4.577757026579208,1437,2475,4706,0.5806060606060606,1.7223382045929019,324,0
283,4.7799873590270625,74,136,73,0.5441176470588235,1.837837837837838,13,0
3087,5.06574369190797,823,1393,871,0.5908111988513999,1.692588092345079,93,0
2113,4.423153959402707,424,685,1004,0.618978102189781,1.615566037735849,85,0
4538,5.124333495507389,1091,2179,1268,0.5006883891693438,1.997250229147571,125,0
292,4.983349705182376,93,141,58,0.6595744680851063,1.5161290322580645,8,0
341,4.901972177850458,105,164,72,0.6402439024390244,1.561904761904762,13,0
619,4.9331893383302825,189,288,142,0.65625,1.5238095238095237,22,0
229,4.743314349612706,59,123,47,0.4796747967479675,2.0847457627118646,18,0
739,4.924013405706059,176,345,218,0.5101449275362319,1.9602272727272727,46,0
1970,5.279939533420876,378,960,632,0.39375,2.5396825396825395,73,0
4220,4.684360694430307,971,1607,1642,0.6042314872433105,1.654994850669413,105,0
2883,4.449608320457914,680,1219,984,0.5578342904019689,1.7926470588235295,75,0
6298,3.968937219844104,1081,1881,3336,0.5746943115364168,1.7400555041628123,200,0
405,4.731791227483867,95,161,149,0.5900621118012422,1.694736842105263,18,0
2197,4.641731844255091,520,898,779,0.579064587973274,1.726923076923077,57,0
1763,4.748211824301587,429,737,597,0.582089552238806,1.7179487179487178,45,0
12631,4.339969028309846,2312,4278,6041,0.5404394576905096,1.8503460207612457,268,0
13643,4.578169002318621,3336,5271,5036,0.632896983494593,1.5800359712230216,340,0
363,5.0460208082032585,104,151,108,0.6887417218543046,1.4519230769230769,18,0
5786,4.471936877503829,1124,1985,2677,0.5662468513853904,1.7660142348754448,168,0
156,4.606936645468502,48,80,28,0.6,1.6666666666666667,2,0
1876,5.273565289014357,426,762,688,0.5590551181102362,1.7887323943661972,63,0
6143,4.2720961465195995,1292,2230,2621,0.579372197309417,1.7260061919504643,135,0
5707,4.705724806817065,1398,2209,2100,0.6328655500226347,1.5801144492131616,118,0
134,4.666711172146819,39,60,35,0.65,1.5384615384615385,6,0
4705,4.485919069016244,1032,1817,1856,0.5679691799669785,1.7606589147286822,100,0
2830,5.051435924587523,610,1205,1015,0.5062240663900415,1.9754098360655739,97,0
2500,4.843156111878991,698,1233,569,0.5660989456609895,1.7664756446991403,58,0
9254,3.4512784655086324,1110,2005,6139,0.5536159600997507,1.8063063063063063,308,0
6832,4.750540513974455,1445,2581,2806,0.5598605191786129,1.786159169550173,161,0
8361,4.672242211233727,2142,3568,2651,0.6003363228699552,1.665732959850607,210,0
1214,3.2715062938008423,161,289,764,0.5570934256055363,1.795031055900621,18,0
24915,4.643499776566155,5203,9675,10037,0.5377777777777778,1.859504132231405,741,0
181719,5.4465923728778876,59486,93401,28832,0.6368882560143896,1.5701341492115792,1584,0
5332,4.892717214341759,1255,2286,1791,0.5489938757655293,1.8215139442231076,165,0
23267,4.793767945688804,5763,9808,7696,0.5875815660685155,1.7018913760194343,540,0
2039,4.880687854330678,433,903,703,0.4795127353266888,2.0854503464203233,49,0
109,4.4891302287929555,34,55,20,0.6181818181818182,1.6176470588235294,5,0
61307,4.1294857668124205,10653,18194,32460,0.5855226997911399,1.7078757157608186,1680,0
9409,4.7932822353429545,2342,4146,2921,0.5648818137964303,1.7702818104184457,214,0
471,4.697991088099189,101,204,166,0.4950980392156863,2.01980198019802,13,0
26212,3.0225104289093303,2863,4586,18763,0.624291321412996,1.6018162766329025,477,0
882,4.5102162858564006,223,379,280,0.5883905013192612,1.6995515695067265,31,0
17773,4.480540895020067,3176,5402,9195,0.5879303961495742,1.70088161209068,613,0
69,4.307123190568061,19,37,13,0.5135135135135135,1.9473684210526316,2,0
10738,3.4560263871130577,1344,2361,7033,0.5692503176620076,1.7566964285714286,327,0
555,4.7789635634043535,107,249,199,0.42971887550200805,2.3271028037383177,19,0
1186,4.947795191785337,244,503,439,0.4850894632206759,2.0614754098360657,34,0
1078,4.9754278984532885,263,455,360,0.578021978021978,1.7300380228136882,26,0
276,4.65951768671101,54,123,99,0.43902439024390244,2.2777777777777777,11,0
691,4.890990658386563,144,302,245,0.4768211920529801,2.0972222222222223,22,0
484,4.847805845217914,92,208,184,0.4423076923076923,2.260869565217391,17,0
806,4.810944291969087,172,341,293,0.5043988269794721,1.9825581395348837,25,0
338,4.792792196898347,73,143,122,0.5104895104895105,1.9589041095890412,13,0
4956,3.2415899285022656,561,965,3430,0.5813471502590674,1.7201426024955437,162,0
53,4.382935312768023,15,31,7,0.4838709677419355,2.066666666666667,2,0
5132,4.587629489579062,1308,2004,1820,0.6526946107784432,1.5321100917431192,170,0
495,4.7860433532949145,128,254,113,0.5039370078740157,1.984375,17,0
452,5.035860909258746,109,222,121,0.49099099099099097,2.036697247706422,18,0
5821,5.088956888016096,1595,2630,1596,0.6064638783269962,1.6489028213166144,157,0
506,5.262959875341978,140,220,146,0.6363636363636364,1.5714285714285714,22,0
1187,4.541931252436483,211,430,546,0.4906976744186046,2.037914691943128,47,0
5081,4.5783288846716514,1224,1944,1913,0.6296296296296297,1.588235294117647,205,0
3649,4.230151960530248,630,1174,1845,0.5366269165247018,1.8634920634920635,122,0
1115,5.183407159848385,264,508,343,0.5196850393700787,1.9242424242424243,57,0
606,4.0839139742847,104,207,295,0.5024154589371981,1.9903846153846154,40,0
744,5.226966365066105,198,318,228,0.6226415094339622,1.606060606060606,29,0
13630,4.763382182092559,3231,5694,4705,0.5674394099051633,1.7623026926648098,358,0
7714,4.949979407434887,1952,3215,2547,0.6071539657853811,1.6470286885245902,186,0
24582,4.757707882330624,6157,10712,7713,0.5747759522031367,1.7398083482215365,550,0
40444,4.450756016921229,8488,13150,18806,0.6454752851711026,1.5492459943449577,899,0
2513,4.218784995154661,501,828,1184,0.605072463768116,1.652694610778443,87,0
8256,5.058081282574985,2257,3798,2201,0.5942601369141653,1.6827647319450598,285,0
7700,5.286204011379619,1719,3409,2572,0.5042534467585802,1.983129726585224,231,0
920,4.335207162696033,219,322,379,0.6801242236024845,1.4703196347031964,35,0
5054,4.5718621652767695,1178,1773,2103,0.664410603496898,1.5050933786078098,198,0
6947,4.6902560114513,1657,2943,2347,0.563030920829086,1.776101388050694,258,0
7161,4.782823825263866,1789,2873,2499,0.6226940480334145,1.6059250978200112,258,0
16812,4.946354713315153,4579,7691,4542,0.5953712131062281,1.6796243721336537,444,0
9652,5.9470571789522575,1705,6333,1614,0.2692246960366335,3.7143695014662756,149,0
218,5.0090262119406574,67,104,47,0.6442307692307693,1.5522388059701493,6,0
7375,4.661210575635254,1385,2326,3664,0.5954428202923474,1.6794223826714803,231,0
218,5.0090262119406574,67,104,47,0.6442307692307693,1.5522388059701493,6,0
6448,5.173247828373575,1787,3307,1354,0.5403689144239492,1.8505875769445999,182,0
1329,4.847061567455936,359,612,358,0.5866013071895425,1.7047353760445683,47,0
9903,4.701738699272677,2267,3912,3724,0.5794989775051125,1.72562858403176,316,0
1556,4.522313587462196,355,604,597,0.5877483443708609,1.7014084507042253,47,0
15432,4.674324671559551,3346,5994,6092,0.5582248915582249,1.7913927077106993,394,0
8049,5.120272662082249,2380,3891,1778,0.6116679516833718,1.634873949579832,93,0
4412,4.518656000477683,1066,1708,1638,0.6241217798594848,1.602251407129456,91,0
62673,3.8402021329761733,10665,17983,34025,0.59306011232831,1.6861697140178153,1584,0
20471,4.828628876939589,5541,8945,5985,0.6194522079373952,1.6143295434037177,487,0
22218,4.709540896076744,5399,9587,7232,0.5631584437258788,1.775699203556214,707,0
38498,5.046668573527154,9392,17060,12046,0.5505275498241501,1.8164395229982964,941,0
46,4.3195602607254004,16,25,5,0.64,1.5625,2,0
1652,5.0272852807183455,439,812,401,0.5406403940886699,1.8496583143507972,51,0
17169,5.173459301281428,4549,7772,4848,0.5853062274832733,1.7085073642558803,422,0
22126,5.1449727052997885,5913,10061,6152,0.5877149388728755,1.7015051581261627,514,0
4867,4.635208699339737,1038,1739,2090,0.5968947671075331,1.6753371868978806,139,0
1473,4.890563850259866,375,610,488,0.6147540983606558,1.6266666666666667,55,0
13676,5.912514389493956,2804,7901,2971,0.3548917858498924,2.8177603423680457,281,0
2567,5.1814708247121954,752,1166,649,0.6449399656946827,1.550531914893617,67,0
214,4.950830855919569,55,103,56,0.5339805825242718,1.8727272727272728,9,0
3914,4.7557350988672225,960,1732,1222,0.5542725173210161,1.8041666666666667,100,0
1485,4.58239455533106,321,640,524,0.5015625,1.9937694704049844,47,0
1673,5.106951639128172,492,768,413,0.640625,1.5609756097560976,41,0
329,4.725485770775069,63,144,122,0.4375,2.2857142857142856,14,0
7599,4.097897998593772,1436,2406,3757,0.5968412302576891,1.6754874651810585,259,0
1126,4.85947218667052,272,511,343,0.5322896281800391,1.8786764705882353,56,0
1271,4.924040208752345,343,572,356,0.5996503496503497,1.6676384839650147,47,0
3661,4.731571071896595,950,1530,1181,0.6209150326797386,1.6105263157894736,127,0
794,4.7832107405550985,213,354,227,0.6016949152542372,1.6619718309859155,21,0
